fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,wine type
6.3,0.25,11.6,0.041,195,3.18,0.52,white
6,0.45,1.1,0.051,197,3.02,0.4,white
8.1,0.26,7.8,0.049,152,2.99,0.58,white
6.4,0.22,12,0.066,158,3.6,0.43,white
5.7,0.45,1.1,0.051,197,3.02,0.4,white
7.2,0.19,1.4,0.046,135,3.34,0.57,white
6.7,0.31,6.7,0.054,160,3.04,0.44,white
8,0.25,17.2,0.036,219,2.96,0.46,white
9.9,1.005,1.4,0.046,185,3.02,0.49,white
8.1,0.31,8.2,0.028,142,3.01,0.34,white
8.1,0.24,4.3,0.044,172,3.37,0.74,white
8,0.25,17.2,0.036,219,2.96,0.46,white
6.4,0.29,11.1,0.063,169,2.89,0.57,white
7.2,0.15,1.1,0.027,63,3.37,0.4,white
7,0.12,7.2,0.058,89,3.29,0.38,white
7.4,0.32,16.6,0.056,238,2.96,0.58,white
8.5,0.17,1,0.024,91,2.79,0.37,white
8.5,0.17,1,0.024,91,2.79,0.37,white
9.5,0.21,1.3,0.039,123,2.9,0.64,white
8.2,0.21,1.4,0.041,99,3.17,0.57,white
7.4,0.32,16.6,0.056,238,2.96,0.58,white
6.8,0.31,6.9,0.046,173,3.19,0.46,white
6.8,0.27,13.3,0.076,163,3.03,0.38,white
7.4,0.21,8.1,0.047,114,3.12,0.35,white
8,0.23,9.2,0.044,186,3.09,0.56,white
7.6,0.2,1.4,0.047,142,3.43,0.53,white
6.3,0.41,3.2,0.03,164,3.53,0.79,white
8.3,0.49,2.5,0.036,116,3.23,0.47,white
6.3,0.41,3.2,0.03,164,3.53,0.79,white
7.6,0.2,4.5,0.086,133,3.15,0.42,white
7.5,0.26,18.35,0.084,139,3.17,0.39,white
7.5,0.26,18.35,0.084,139,3.17,0.39,white
6.8,0.27,7.8,0.048,197,3.24,0.43,white
6.8,0.28,7,0.057,208,3.57,0.55,white
8.4,0.2,6.3,0.048,143,3.25,0.5,white
7.9,0.33,1.2,0.044,103,3.19,0.54,white
7.5,0.38,12.8,0.042,184,3.09,0.46,white
7.6,0.2,14.2,0.056,212.5,3.14,0.46,white
7.6,0.2,14.2,0.056,212.5,3.14,0.46,white
7.6,0.2,14.2,0.056,212.5,3.14,0.46,white
7.6,0.2,14.2,0.056,212.5,3.14,0.46,white
7.6,0.2,14.2,0.056,212.5,3.14,0.46,white
8.1,0.19,16.65,0.049,181,3.2,0.62,white
7.6,0.16,1.9,0.047,151,3.2,0.53,white
8.1,0.22,7.7,0.043,176,3.12,0.55,white
8,0.22,10.4,0.043,201,3.11,0.53,white
7.1,0.33,3.3,0.034,102,3.08,0.31,white
6.4,0.43,1.1,0.054,110,3.24,0.52,white
7.6,0.2,14.2,0.056,212.5,3.14,0.46,white
7,0.12,6.3,0.057,103,3.5,0.44,white
7.4,0.3,5.25,0.053,180,3.13,0.45,white
7,0.28,14.6,0.043,168,3.34,0.67,white
8.4,0.2,11.8,0.055,170,3.34,0.82,white
7,0.28,14.6,0.043,168,3.34,0.67,white
8.4,0.2,11.8,0.055,170,3.34,0.82,white
8.4,0.2,11.8,0.055,170,3.34,0.82,white
7.3,0.18,17.3,0.055,197,3.13,0.46,white
6.8,0.31,1.4,0.04,145,3.19,0.46,white
6.7,0.31,1.3,0.038,147,3.18,0.46,white
7.6,0.17,1.6,0.047,154,3.36,0.69,white
7.4,0.3,5.25,0.053,180,3.13,0.45,white
7.4,0.26,2.4,0.043,178,3.42,0.68,white
7,0.28,14.6,0.043,168,3.34,0.67,white
8.4,0.2,11.8,0.055,170,3.34,0.82,white
5.6,0.18,1.5,0.038,84,3.34,0.58,white
7.2,0.15,1.8,0.043,159,3.52,0.47,white
8,0.4,7.7,0.034,98,3.18,0.41,white
7,0.25,2,0.035,95,3.23,0.53,white
7.2,0.15,1.8,0.043,159,3.52,0.47,white
6.8,0.18,1.4,0.064,160,3.37,0.45,white
6.6,0.32,16.7,0.046,133,3.22,0.67,white
9,0.55,8.1,0.026,71,2.94,0.36,white
6.9,0.19,8,0.028,84,3.11,0.66,white
6.3,0.41,4.7,0.023,110,3.3,0.38,white
9,0.55,8.1,0.026,71,2.94,0.36,white
7,0.2,2.1,0.049,136,3.25,0.46,white
6.6,0.32,16.7,0.046,133,3.22,0.67,white
7.7,0.26,6.4,0.05,163,3.19,0.7,white
6.3,0.21,1.5,0.051,142,3.23,0.42,white
7.6,0.34,7.6,0.04,215,3.11,0.53,white
6.3,0.21,1.5,0.051,142,3.23,0.42,white
8,0.43,12.4,0.168,190,3.07,0.64,white
7.5,0.3,1.3,0.16,149,3.08,0.42,white
6.4,0.26,1.7,0.179,60,3.09,0.54,white
6.9,0.32,8.1,0.046,180,3.13,0.45,white
8.9,0.21,7.1,0.037,150,3.1,0.45,white
7.6,0.34,7.6,0.04,215,3.11,0.53,white
9.5,0.42,2.3,0.034,145,3.06,0.52,white
7.6,0.29,6.5,0.042,160,3.14,0.47,white
6.5,0.25,1.4,0.024,101,3.24,0.54,white
7.2,0.23,12.7,0.049,183,3.41,0.4,white
7.9,0.35,1.6,0.038,124,3.25,0.48,white
8.8,0.2,1.1,0.018,72,2.97,0.35,white
5.7,0.27,1.2,0.046,155,3.8,0.41,white
7.6,0.29,6.5,0.042,160,3.14,0.47,white
5.5,0.14,4.6,0.029,104,3.34,0.44,white
8.7,0.24,0.6,0.042,71,3.08,0.38,white
6.7,0.3,10.6,0.032,212,3.22,0.59,white
5.5,0.14,4.6,0.029,104,3.34,0.44,white
5.6,0.13,4.8,0.028,104,3.34,0.45,white
7.4,0.18,2.7,0.03,107,2.97,0.53,white
5.7,0.385,12.6,0.034,115,3.28,0.63,white
8.7,0.24,0.6,0.042,71,3.08,0.38,white
8.3,0.33,9.2,0.046,126,3.38,0.47,white
6.8,0.34,6.6,0.052,156,3.14,0.41,white
6.8,0.33,7,0.05,155,3.14,0.42,white
6.3,0.28,8.45,0.031,172,3.39,0.57,white
11.8,0.23,11.1,0.034,123,2.93,0.55,white
6.8,0.21,18.15,0.042,146,3.3,0.36,white
6.8,0.21,18.15,0.042,146,3.3,0.36,white
8.6,0.485,4.1,0.026,101,3.01,0.38,white
8.6,0.485,4.1,0.026,101,3.01,0.38,white
7.3,0.29,4.6,0.029,155,3.07,0.26,white
6.8,0.21,18.15,0.042,146,3.3,0.36,white
6.7,0.31,4.9,0.031,151,3.36,0.82,white
7.3,0.29,8.3,0.044,227,3.12,0.47,white
5.7,0.46,1.4,0.04,169,3.13,0.47,white
6.8,0.28,11.5,0.04,223,3.22,0.56,white
6.7,0.23,1.8,0.036,96,3.32,0.4,white
6.9,0.17,1.6,0.047,132,3.16,0.48,white
7.6,0.18,2.4,0.049,123,3.6,0.46,white
6.6,0.22,4.9,0.042,180,3.3,0.75,white
7.8,0.27,1.8,0.05,127,3.15,0.44,white
7.7,0.28,4.3,0.051,142,3.16,0.39,white
7.6,0.29,4.4,0.051,146,3.16,0.39,white
5.7,0.32,1.4,0.029,104,3.44,0.37,white
7.1,0.33,1.6,0.03,126,3.22,0.34,white
7.3,0.34,1.3,0.057,173,3.26,0.51,white
6.5,0.19,5.2,0.04,140,3.26,0.68,white
6.6,0.23,5.6,0.043,164,3.27,0.76,white
6.6,0.27,5.3,0.045,189,3.31,0.79,white
6.6,0.22,4.9,0.042,180,3.3,0.75,white
7.6,0.18,2.4,0.049,123,3.6,0.46,white
6.8,0.36,1.6,0.039,124,3.3,0.67,white
7,0.22,2.1,0.055,198,3.52,0.54,white
5.9,0.17,1.4,0.042,119,3.68,0.72,white
7.4,0.45,7.1,0.044,117,3.32,0.41,white
6.8,0.36,1.6,0.039,124,3.3,0.67,white
7.5,0.42,10.7,0.046,95,3.22,0.33,white
7.5,0.33,11.1,0.036,119,3.15,0.34,white
9.4,0.3,10.7,0.029,111,2.85,0.42,white
7.9,0.17,1.6,0.053,150,3.29,0.76,white
7.9,0.17,1.6,0.053,150,3.29,0.76,white
8.2,0.17,1.5,0.05,101,3.14,0.58,white
8.3,0.17,1.5,0.049,153,3.12,0.58,white
8.7,0.15,1.6,0.046,130,3.22,0.38,white
7.9,0.17,1.6,0.053,150,3.29,0.76,white
7.2,0.25,8,0.044,172,3.16,0.44,white
7.2,0.24,7.7,0.045,176,3.17,0.38,white
5.3,0.76,2.7,0.043,93,3.34,0.38,white
6.6,0.22,15.1,0.052,136,2.94,0.35,white
6.6,0.22,15.1,0.052,136,2.94,0.35,white
8.4,0.28,8.9,0.048,146,3.4,0.46,white
6.8,0.32,6,0.05,129,3.19,0.4,white
6.7,0.24,12.3,0.046,145,3.36,0.4,white
7.4,0.18,13.1,0.056,163,3.42,0.35,white
6,0.16,6.7,0.043,153,3.63,0.46,white
6.7,0.24,12.3,0.046,145,3.36,0.4,white
6.8,0.28,2.3,0.042,85,3.19,0.56,white
6.2,0.34,11.1,0.047,237,3.18,0.49,white
6,0.27,1.5,0.056,128,3.12,0.45,white
6,0.16,6.7,0.043,153,3.63,0.46,white
6.8,0.32,6,0.05,129,3.19,0.4,white
8.5,0.24,15.2,0.057,234,3.02,0.66,white
8.1,0.24,10.2,0.048,141,3.16,0.48,white
7.4,0.18,13.1,0.056,163,3.42,0.35,white
7.7,0.23,10.7,0.038,186,3.12,0.55,white
6.5,0.22,17.1,0.05,138,3.3,0.37,white
6.5,0.22,17.1,0.05,138,3.3,0.37,white
6.5,0.22,17.1,0.05,138,3.3,0.37,white
5.7,0.33,1.9,0.05,93,3.38,0.62,white
7.7,0.23,10.7,0.038,186,3.12,0.55,white
6.5,0.22,17.1,0.05,138,3.3,0.37,white
6.8,0.2,1.2,0.034,68,3.14,0.37,white
7.7,0.26,1.2,0.04,117,3.21,0.56,white
6.4,0.2,3.1,0.041,126,3.43,0.42,white
8,0.16,1.5,0.033,122,3.2,0.39,white
6.8,0.25,10.7,0.076,154,3.05,0.38,white
7.7,0.39,4.9,0.035,109,3.19,0.58,white
6.9,0.26,12.6,0.051,173,3.39,0.38,white
6.8,0.25,10.7,0.076,154,3.05,0.38,white
7.7,0.39,4.9,0.035,109,3.19,0.58,white
6,0.28,12.15,0.048,163,3.2,0.46,white
6.5,0.43,12,0.056,174,3.31,0.55,white
9.1,0.33,1.7,0.062,344,3.1,0.7,white
5.9,0.5,2.6,0.054,146,3.43,0.5,white
6.8,0.28,1.4,0.036,115,3.27,0.72,white
7,0.35,1.9,0.04,144,3.35,0.38,white
7.1,0.22,16.9,0.056,158,3.37,0.38,white
7.1,0.22,16.9,0.056,158,3.37,0.38,white
8.3,0.24,2.1,0.03,162,2.99,0.68,white
6.8,0.26,7,0.041,118,3.25,0.52,white
7.2,0.16,7.1,0.054,224,3.38,0.55,white
7.9,0.18,5.9,0.058,132,3.25,0.52,white
7.2,0.16,7.1,0.054,224,3.38,0.55,white
5.5,0.24,8.7,0.06,102,3.27,0.31,white
7.1,0.33,13.2,0.056,105,3.05,0.39,white
7.7,0.28,15.3,0.056,117,3.27,0.5,white
7.7,0.28,15.3,0.056,117,3.27,0.5,white
7.5,0.26,13.2,0.047,179,3.1,0.46,white
6.5,0.14,2.7,0.037,89,3.4,0.74,white
8.2,0.21,10.65,0.053,145,3.17,0.48,white
7.2,0.2,10,0.054,165,3.4,0.42,white
7.2,0.115,6.8,0.056,105,3.44,0.4,white
6.4,0.29,15.6,0.04,142,3.1,0.54,white
7.1,0.33,13.2,0.056,105,3.05,0.39,white
6.8,0.24,5.1,0.038,99,3.24,0.46,white
7,0.24,3,0.035,102,3.18,0.43,white
7.7,0.28,15.3,0.056,117,3.27,0.5,white
7,0.22,2.1,0.052,76,3.2,0.41,white
7.5,0.18,1.9,0.054,91,3.27,0.45,white
9.8,0.93,8.6,0.052,187,3.12,0.59,white
7.8,0.29,8.75,0.035,181,3.11,0.46,white
7.9,0.28,3.6,0.038,76,3.05,0.31,white
8.5,0.25,4.7,0.031,92,3.01,0.33,white
7.4,0.18,1.3,0.048,105,3.52,0.66,white
6.3,0.24,1.8,0.031,61,3.3,0.34,white
6,0.33,9.7,0.04,124,3.47,0.48,white
6.8,0.37,4,0.03,79,3.23,0.46,white
9.9,0.49,2.4,0.087,115,2.77,0.44,white
8.5,0.25,4.7,0.031,92,3.01,0.33,white
8.4,0.22,18.8,0.028,130,2.96,0.35,white
7,0.35,1.8,0.069,162,3.18,0.47,white
7,0.35,1.8,0.069,162,3.18,0.47,white
7.4,0.19,12.8,0.053,229,3.14,0.49,white
7.4,0.19,12.8,0.053,229,3.14,0.49,white
7.4,0.19,12.8,0.053,229,3.14,0.49,white
7.4,0.19,12.8,0.053,229,3.14,0.49,white
7.4,0.19,12.8,0.053,229,3.14,0.49,white
6.9,0.32,7.8,0.042,117,3.23,0.37,white
7.6,0.32,16.75,0.05,163,3.15,0.54,white
7.4,0.19,12.8,0.053,229,3.14,0.49,white
7.4,0.19,12.8,0.053,212,3.14,0.49,white
6.9,0.32,7.8,0.042,117,3.23,0.37,white
6,0.34,5.4,0.06,126,3.25,0.44,white
7.6,0.32,16.75,0.05,163,3.15,0.54,white
7.7,0.24,1.3,0.047,106,3.22,0.55,white
8,0.36,10.1,0.053,146,3.4,0.46,white
7.4,0.29,3.8,0.044,114,3.11,0.4,white
6.6,0.32,10.9,0.041,146,3.24,0.47,white
6.3,0.3,6.6,0.04,141,3.22,0.47,white
6.4,0.33,9.8,0.041,109,3.29,0.47,white
7.5,0.18,11.7,0.051,94,3.19,0.44,white
6.5,0.39,1.2,0.217,74,3.08,0.53,white
6.8,0.25,1.4,0.056,137,3.11,0.42,white
6.4,0.18,9.6,0.052,90,3.35,0.49,white
7.1,0.18,12.2,0.048,125,2.92,0.54,white
7.6,0.27,2.6,0.044,110,3.31,0.51,white
9.2,0.23,10.7,0.037,145,3.09,0.32,white
7.9,0.28,4.9,0.058,153,3.27,0.51,white
7.1,0.18,12.2,0.048,125,2.92,0.54,white
6.4,0.18,9.6,0.052,90,3.35,0.49,white
6.8,0.25,1.4,0.056,137,3.11,0.42,white
7,0.22,1.1,0.037,71,3.1,0.38,white
7.3,0.18,1,0.036,101,3.09,0.37,white
7.1,0.26,8.2,0.051,187,3.16,0.52,white
6.6,0.25,11.3,0.049,231,3.24,0.52,white
6.4,0.24,7.3,0.069,157,3.25,0.53,white
6,0.28,2.3,0.051,147,3.23,0.67,white
7.1,0.26,8.2,0.051,187,3.16,0.52,white
7.8,0.24,2.1,0.058,167,3.21,0.55,white
7.6,0.27,2,0.059,175,3.22,0.56,white
7.7,0.39,10,0.056,178,3.26,0.6,white
8.9,0.24,15.75,0.035,132,3,0.37,white
6.6,0.23,3.9,0.045,138,3.15,0.64,white
7.1,0.26,2,0.031,128,3.19,0.49,white
7,0.32,1.5,0.039,125,3.17,0.64,white
7.4,0.24,1.6,0.058,150,3.18,0.5,white
6.9,0.21,1.4,0.056,136,3.63,0.78,white
7,0.32,1.5,0.039,125,3.17,0.64,white
7.4,0.17,1.4,0.047,107,3.52,0.65,white
7.1,0.26,2,0.031,128,3.19,0.49,white
8.5,0.28,13.8,0.041,161,3.13,0.4,white
7.8,0.3,1.3,0.051,96,3.32,0.62,white
8.1,0.25,3.8,0.051,129,3.21,0.38,white
7.7,0.28,6.9,0.041,163,3.44,0.6,white
6.5,0.24,2.2,0.027,134,3.28,0.36,white
7,0.22,1.6,0.045,120,2.98,0.44,white
8.5,0.28,13.8,0.041,161,3.13,0.4,white
8,0.45,10.8,0.051,157,3.06,0.47,white
6.9,0.23,12.8,0.056,169,3.42,0.42,white
8,0.45,10.8,0.051,157,3.06,0.47,white
7.6,0.23,15.3,0.067,166,3.03,0.44,white
7.7,0.28,12.1,0.046,177,3.08,0.46,white
7.7,0.27,12,0.046,179,3.07,0.46,white
7.1,0.2,11.6,0.042,124,2.92,0.59,white
6.9,0.25,9.2,0.034,150,3.21,0.36,white
7.1,0.2,11.6,0.042,124,2.92,0.59,white
6.9,0.25,9.2,0.034,150,3.21,0.36,white
8.4,0.2,2.8,0.054,89,2.96,0.45,white
6.5,0.39,1.6,0.049,164,3.35,0.51,white
7.2,0.23,6.1,0.067,90,3.17,0.79,white
6.9,0.44,8.5,0.048,147,3.32,0.46,white
7.1,0.28,7.8,0.04,184,3.16,0.5,white
6.4,0.34,14.9,0.06,162,3.13,0.45,white
6.1,0.15,6.2,0.046,151,3.6,0.44,white
6.9,0.44,8.5,0.048,147,3.32,0.46,white
7.2,0.29,8.2,0.042,180,3.16,0.49,white
7.1,0.28,7.8,0.04,184,3.16,0.5,white
6.1,0.23,10.6,0.094,169,3.05,0.54,white
6.7,0.23,11.2,0.047,171,3.54,0.74,white
7,0.36,11.6,0.043,228,3.13,0.51,white
7.5,0.31,7.1,0.031,141,3.16,0.38,white
6.4,0.34,14.9,0.06,162,3.13,0.45,white
6.1,0.15,6.2,0.046,151,3.6,0.44,white
7.4,0.2,1.7,0.047,100,3.28,0.45,white
6.3,0.27,7.7,0.048,186,3.23,0.47,white
9.2,0.34,17.3,0.06,235,3.08,0.61,white
7.4,0.18,1.4,0.042,101,3.54,0.6,white
7.2,0.29,7.7,0.046,174,3.16,0.52,white
6.3,0.27,7.7,0.048,186,3.23,0.47,white
6.2,0.26,3.4,0.049,172,3.14,0.43,white
7.3,0.21,1.6,0.046,133,3.38,0.46,white
7.1,0.14,1.4,0.039,128,2.97,0.68,white
7.2,0.39,1.4,0.157,132,3.11,0.53,white
7.6,0.48,10.4,0.049,205,3.24,0.45,white
7.2,0.39,1.4,0.157,132,3.11,0.53,white
7.6,0.48,10.4,0.049,205,3.24,0.45,white
6.5,0.36,4.1,0.061,134,3.18,0.45,white
8.5,0.25,2.8,0.032,61,3.06,0.44,white
6.9,0.3,15.7,0.056,159,3.11,0.48,white
6.6,0.19,10.9,0.045,154,3.52,0.77,white
6.9,0.3,15.7,0.056,159,3.11,0.48,white
9.4,0.42,6.5,0.027,167,3.08,0.43,white
6.6,0.19,10.9,0.045,154,3.52,0.77,white
6.3,0.2,5.9,0.034,152,3.47,0.4,white
8.5,0.19,17.3,0.055,169,3.07,0.67,white
7.3,0.19,1.4,0.051,107,3.53,0.66,white
6.7,0.25,13.5,0.06,156,3.39,0.46,white
6.2,0.25,8.5,0.035,108,3.4,0.42,white
6.1,0.46,6.2,0.053,94,3.35,0.47,white
7.3,0.19,1.4,0.051,107,3.53,0.66,white
7.5,0.29,14.95,0.067,178,3.04,0.49,white
6.7,0.31,7.7,0.043,200,3.17,0.44,white
7.4,0.14,1.3,0.033,91,3.53,0.39,white
6.7,0.31,7.7,0.043,200,3.17,0.44,white
7.1,0.4,1.3,0.148,149,3.08,0.56,white
6.4,0.16,1.3,0.047,77,3.61,0.54,white
6.3,0.16,1.3,0.046,66,3.61,0.55,white
7.4,0.33,15.6,0.049,210,3.06,0.68,white
7.4,0.33,15.6,0.049,210,3.06,0.68,white
7.4,0.33,15.6,0.049,210,3.06,0.68,white
7.4,0.33,15.6,0.049,210,3.06,0.68,white
6.6,0.41,4.9,0.158,144,3.17,0.49,white
6.7,0.43,5,0.157,145,3.17,0.49,white
7.4,0.33,15.6,0.049,210,3.06,0.68,white
7.3,0.4,6.5,0.037,97,3.16,0.58,white
7.4,0.18,1.4,0.047,106,3.52,0.64,white
8.6,0.17,2.7,0.047,150,3.1,0.56,white
6.5,0.32,1.2,0.054,208,3.18,0.46,white
7.3,0.4,6.5,0.037,97,3.16,0.58,white
7,0.32,6.4,0.031,115,3.38,0.58,white
7.5,0.42,6.9,0.041,150,3.23,0.37,white
6.9,0.28,7.2,0.04,168,3.29,0.57,white
6.5,0.29,10.6,0.042,202,3.24,0.53,white
6.3,0.41,3.5,0.027,109,3.34,0.54,white
7,0.32,6.4,0.031,115,3.38,0.58,white
7.3,0.3,2.3,0.043,125,3.34,0.44,white
6.6,0.22,12.05,0.058,125,3.45,0.45,white
6,0.26,7,0.055,194,3.21,0.43,white
6.9,0.44,11.8,0.051,126,3.23,0.48,white
7.5,0.42,1.4,0.06,168,3.06,0.4,white
7,0.36,5,0.04,143,3.33,0.42,white
5.6,0.295,2.2,0.049,134,3.21,0.68,white
6.8,0.21,14.6,0.053,159,2.93,0.44,white
9.4,0.28,1.6,0.045,139,3.11,0.49,white
8.1,0.28,1.3,0.035,126,3.14,0.5,white
6.8,0.21,14.6,0.053,159,2.93,0.44,white
7,0.22,2.8,0.036,132,3.34,0.41,white
9.4,0.28,1.6,0.045,139,3.11,0.49,white
6.8,0.32,3.3,0.029,80,3.33,0.63,white
7,0.19,6.3,0.032,127,3.31,0.38,white
7.7,0.42,8.1,0.061,144,3.4,0.58,white
7.4,0.2,1.6,0.038,116,3.25,0.39,white
7.5,0.24,10.6,0.045,153,3.16,0.44,white
7.5,0.26,11.8,0.046,164,3.17,0.46,white
6.6,0.4,1.7,0.035,84,3.59,0.48,white
8,0.2,8.1,0.037,130,3.1,0.67,white
4.6,0.445,1.4,0.053,178,3.79,0.55,white
6.1,0.41,1.3,0.036,121,3.24,0.61,white
7.6,0.2,1.8,0.041,148,3.35,0.66,white
6.9,0.3,7.2,0.045,190,3.22,0.48,white
7,0.35,1.1,0.049,119,3.13,0.36,white
6.9,0.35,11.95,0.038,111,3.11,0.29,white
7,0.35,1.1,0.049,119,3.13,0.36,white
6.9,0.35,11.95,0.038,111,3.11,0.29,white
7.6,0.3,2.2,0.054,175,3.19,0.53,white
7.5,0.38,12.7,0.05,209,3.25,0.59,white
7.5,0.3,1.4,0.032,161,2.95,0.42,white
6.3,0.4,10.6,0.049,209,3.47,0.59,white
6.8,0.37,1.9,0.024,106,3.45,0.6,white
7.5,0.23,17.8,0.058,212,3.44,0.43,white
8.3,0.27,10.2,0.048,118,3.18,0.51,white
6.8,0.26,4.8,0.041,198,3.29,0.67,white
6.5,0.28,9.8,0.067,180,3.15,0.57,white
7.2,0.34,8.4,0.051,167,3.48,0.62,white
7,0.23,7.2,0.041,90,3.22,0.55,white
7.7,0.29,4.8,0.06,156,3.49,0.59,white
7.2,0.34,8.4,0.051,167,3.48,0.62,white
7.7,0.4,4.5,0.034,95,3.21,0.59,white
6.7,0.17,1.4,0.032,149,3.4,0.52,white
7,0.23,7.2,0.041,90,3.22,0.55,white
8.1,0.24,11,0.043,211,3.11,0.49,white
7.7,0.28,11.1,0.039,179,3.08,0.44,white
7.5,0.23,2.6,0.031,98,3,0.54,white
8.3,0.26,2,0.029,141,2.95,0.77,white
7.9,0.46,10.1,0.168,184,3.06,0.62,white
7.9,0.31,13.3,0.048,212,3.47,0.59,white
7.9,0.25,11.4,0.04,202,3.11,0.57,white
6.1,0.28,1.3,0.06,126,3.13,0.46,white
7,0.18,1.4,0.044,89,3.39,0.48,white
6.5,0.21,1.4,0.046,66,3.43,0.48,white
7.6,0.48,7,0.024,130,3.25,0.45,white
7.1,0.34,2,0.051,130,3.3,0.5,white
8.9,0.21,1.2,0.028,93,3.2,0.37,white
7.4,0.32,12.9,0.04,221,3.05,0.66,white
6,0.495,5,0.157,129,3.03,0.36,white
8.1,0.25,10.1,0.05,121,3.17,0.49,white
8.2,0.25,3.75,0.05,102,3.28,0.58,white
6.5,0.18,1.7,0.035,144,3.49,0.5,white
6.7,0.24,12.6,0.053,182,3.42,0.42,white
6.6,0.32,1.3,0.06,204,3.59,0.51,white
7.6,0.32,1.6,0.092,138,3.19,0.44,white
7.4,0.33,7.6,0.05,227,3.12,0.52,white
7.2,0.3,8.1,0.05,188,3.15,0.49,white
7.4,0.34,14.9,0.037,169,3.25,0.37,white
6.1,0.16,6,0.03,144,3.68,0.46,white
6.3,0.1,6,0.039,107,3.59,0.49,white
6.2,0.45,7.2,0.099,202,3.21,0.43,white
6,0.33,3,0.036,85,3.28,0.4,white
7.6,0.48,1.2,0.034,57,3.05,0.54,white
7.2,0.2,2,0.039,188,3.3,0.41,white
7,0.32,4.9,0.036,150,3.38,0.43,white
7.2,0.2,2,0.039,188,3.3,0.41,white
7,0.22,8.9,0.05,90,3.29,0.46,white
9.4,0.23,16.45,0.063,282,3.1,0.51,white
6.4,0.27,2,0.084,191,3.49,0.63,white
6.4,0.27,1.9,0.085,196,3.49,0.64,white
7,0.23,5.1,0.042,144,3.5,0.59,white
6.9,0.15,4.4,0.029,107,3.24,0.46,white
6.7,0.26,5.8,0.025,74,3.28,0.53,white
6.9,0.15,4.4,0.029,107,3.24,0.46,white
7.6,0.2,12.9,0.042,160,3.05,0.41,white
6.9,0.3,1.3,0.053,189,3.29,0.54,white
6.9,0.3,1.3,0.053,186,3.29,0.54,white
7.6,0.21,1.2,0.041,106,3.06,0.45,white
6.8,0.46,2.7,0.042,83,3.38,0.51,white
7,0.28,1.7,0.042,130,3.43,0.5,white
6.5,0.24,8.2,0.043,156,3.13,0.7,white
6.4,0.17,1.5,0.091,135,3.25,0.49,white
6.4,0.17,1.5,0.093,136,3.25,0.49,white
6.3,0.695,12.9,0.056,252,3.29,0.49,white
7,0.27,3.9,0.059,199,3.54,0.59,white
8.4,0.3,17.75,0.047,218,2.98,0.66,white
6.5,0.19,4.9,0.037,101,3.17,0.41,white
8,0.36,1.6,0.024,93,3.15,0.49,white
6.1,0.16,1.4,0.046,77,3.66,0.57,white
9.2,0.19,2,0.047,104,3.09,0.66,white
9.2,0.16,2,0.044,107,3.1,0.53,white
8,0.26,8.2,0.038,202,3.12,0.56,white
8.8,0.33,2.1,0.034,125,2.96,0.98,white
9.8,0.16,1.8,0.046,130,3.04,0.67,white
6.6,0.23,8.5,0.044,188,3.16,0.49,white
7.9,0.44,4.45,0.033,100,3.17,0.52,white
7.6,0.31,5.8,0.036,109,3.34,0.54,white
7.5,0.705,13,0.044,214,3.1,0.5,white
7.1,0.21,2.7,0.034,111,3.35,0.64,white
7,0.16,7.3,0.047,220,3.38,0.58,white
8,0.27,19.1,0.045,208,3.05,0.5,white
6.3,0.38,8.8,0.08,212,3.47,0.66,white
7.1,0.21,2.7,0.034,111,3.35,0.64,white
6.2,0.38,7.4,0.095,195,3.53,0.71,white
8.2,0.24,2.3,0.05,106,2.98,0.5,white
7,0.16,6.85,0.047,220,3.38,0.58,white
7.3,0.815,11.4,0.044,204,3.15,0.46,white
6.3,0.41,0.9,0.032,98,3.16,0.42,white
6.1,0.36,19.35,0.07,207,3.39,0.53,white
8.1,0.4,7.9,0.031,118,3.05,0.46,white
6.8,0.26,11.75,0.045,198,3.26,0.55,white
6.2,0.44,7.7,0.096,210,3.56,0.72,white
7.2,0.24,3,0.036,117,3.36,0.68,white
6.2,0.44,7.7,0.096,210,3.56,0.72,white
7.2,0.24,3,0.036,117,3.36,0.68,white
7.3,0.22,1.5,0.04,172,3.27,0.48,white
8.1,0.34,7.5,0.04,230,3.14,0.55,white
7.3,0.22,1.5,0.04,172,3.27,0.48,white
8.1,0.34,7.5,0.04,230,3.14,0.55,white
6.4,0.28,8.3,0.042,195,3.22,0.46,white
6.3,0.29,7.05,0.045,177,3.23,0.42,white
6.4,0.27,8.4,0.044,198,3.21,0.47,white
7.4,0.35,13.9,0.054,229,3.11,0.5,white
8.3,0.28,17.5,0.045,253,3.02,0.56,white
6.4,0.35,5.6,0.034,148,3.17,0.5,white
6.9,0.43,9.4,0.056,183,3.17,0.43,white
8,0.26,4.8,0.05,150,3.13,0.5,white
6.9,0.43,9.4,0.056,183,3.17,0.43,white
7.3,0.27,9.7,0.042,130,3.48,0.75,white
6.8,0.46,6.3,0.147,159,3.14,0.47,white
7.2,0.2,1.6,0.028,168,3.17,1.06,white
7.6,0.285,14.6,0.063,201,3,0.45,white
6.6,0.32,2.5,0.052,219.5,3.15,0.6,white
7.6,0.285,14.6,0.063,201,3,0.45,white
6.6,0.34,2.6,0.051,210,3.15,0.61,white
6.6,0.32,2.5,0.052,210,3.15,0.6,white
6.5,0.27,8.2,0.042,133,3.43,0.64,white
